round,step,period,category,proposal_block_digest,proposal_encoding_digest,proposal_original_period,proposal_original_proposer,unique_senders,total_messages
55874404,1,0,late,64b22e7d00d1beed4b44c52efb3720c60e4a7ab100909949ee552922bf7b46f3,81219d90a65b37d823db92986551b550016b5119a3395d5ed81bc399fa4c6fa3,0,NQXOGJ4N3DOVE5QTLBSCKSOYQXBNTBOR26CCX3GUN5VPMKAKB3UKKUMQYU,328,328
55874404,1,0,on_time,ba3d82c5252b4df528612adf1de898e27cfc9a402e0cc20a31149a67dd9fcb15,3e175047753201690b90a61427370f6a1509c26d71cd27001fea0d889b0b57a7,0,KN5T3OPNYGO2QO2ES7SH377WFMYPUBOT3RU37ESOCCWYOMQ7SAWFTHXBJ4,299,299
55874404,2,0,on_time,ba3d82c5252b4df528612adf1de898e27cfc9a402e0cc20a31149a67dd9fcb15,3e175047753201690b90a61427370f6a1509c26d71cd27001fea0d889b0b57a7,0,KN5T3OPNYGO2QO2ES7SH377WFMYPUBOT3RU37ESOCCWYOMQ7SAWFTHXBJ4,130,130
55874405,2,0,late,ba3d82c5252b4df528612adf1de898e27cfc9a402e0cc20a31149a67dd9fcb15,3e175047753201690b90a61427370f6a1509c26d71cd27001fea0d889b0b57a7,0,KN5T3OPNYGO2QO2ES7SH377WFMYPUBOT3RU37ESOCCWYOMQ7SAWFTHXBJ4,194,194
55874405,1,0,late,ba3d82c5252b4df528612adf1de898e27cfc9a402e0cc20a31149a67dd9fcb15,3e175047753201690b90a61427370f6a1509c26d71cd27001fea0d889b0b57a7,0,KN5T3OPNYGO2QO2ES7SH377WFMYPUBOT3RU37ESOCCWYOMQ7SAWFTHXBJ4,328,328
55874405,1,0,on_time,fdff4bbf2ff3102812078887b65ff4558b118b1c994860fd89d7267b42c66384,9d0a01ea2f6820dae1c87ebee863ff2376f0b975c66a57e237ad4a888677ab42,0,VEJGTLTKNT3VGLG2GVB2LMXC55WYW6J6WPZ76XTY2Y46TRJQOORWERYXYE,286,286
55874405,2,0,on_time,fdff4bbf2ff3102812078887b65ff4558b118b1c994860fd89d7267b42c66384,9d0a01ea2f6820dae1c87ebee863ff2376f0b975c66a57e237ad4a888677ab42,0,VEJGTLTKNT3VGLG2GVB2LMXC55WYW6J6WPZ76XTY2Y46TRJQOORWERYXYE,124,124
55874406,2,0,late,fdff4bbf2ff3102812078887b65ff4558b118b1c994860fd89d7267b42c66384,9d0a01ea2f6820dae1c87ebee863ff2376f0b975c66a57e237ad4a888677ab42,0,VEJGTLTKNT3VGLG2GVB2LMXC55WYW6J6WPZ76XTY2Y46TRJQOORWERYXYE,184,184
55874406,1,0,late,fdff4bbf2ff3102812078887b65ff4558b118b1c994860fd89d7267b42c66384,9d0a01ea2f6820dae1c87ebee863ff2376f0b975c66a57e237ad4a888677ab42,0,VEJGTLTKNT3VGLG2GVB2LMXC55WYW6J6WPZ76XTY2Y46TRJQOORWERYXYE,311,311
55874406,1,0,on_time,6ebe730ecee72b169371efbed2ef9b6e46b6e499ada9c608e44482619d751f9b,ba896c5af83ed0cb006f27eeddc8061b02a07a95638c96653667b221cca27656,0,QR72AIRYPP52NWPEIOTGFA3KVUF2OWMHQSOALDETIGPAUND5UUW7DMIS7Q,318,318
55874406,2,0,on_time,6ebe730ecee72b169371efbed2ef9b6e46b6e499ada9c608e44482619d751f9b,ba896c5af83ed0cb006f27eeddc8061b02a07a95638c96653667b221cca27656,0,QR72AIRYPP52NWPEIOTGFA3KVUF2OWMHQSOALDETIGPAUND5UUW7DMIS7Q,144,144
55874407,1,0,late,6ebe730ecee72b169371efbed2ef9b6e46b6e499ada9c608e44482619d751f9b,ba896c5af83ed0cb006f27eeddc8061b02a07a95638c96653667b221cca27656,0,QR72AIRYPP52NWPEIOTGFA3KVUF2OWMHQSOALDETIGPAUND5UUW7DMIS7Q,340,340
55874407,2,0,late,6ebe730ecee72b169371efbed2ef9b6e46b6e499ada9c608e44482619d751f9b,ba896c5af83ed0cb006f27eeddc8061b02a07a95638c96653667b221cca27656,0,QR72AIRYPP52NWPEIOTGFA3KVUF2OWMHQSOALDETIGPAUND5UUW7DMIS7Q,186,186
55874407,1,0,on_time,f7c8e9a87e20950fa82af6d33d4691b034762ebb24e66b404b4aba192b3f5a7c,ebbd61e32b50e3d5f5ccd6babb64cc5eaeef5657abb6a63908889a46c9a04c57,0,FTG3T4W7FY4X2EDHMZ6Y5DFQTXIOFAMITRYYDASQIXXS6W3AEH7ZOSSGBA,287,287
55874407,2,0,on_time,f7c8e9a87e20950fa82af6d33d4691b034762ebb24e66b404b4aba192b3f5a7c,ebbd61e32b50e3d5f5ccd6babb64cc5eaeef5657abb6a63908889a46c9a04c57,0,FTG3T4W7FY4X2EDHMZ6Y5DFQTXIOFAMITRYYDASQIXXS6W3AEH7ZOSSGBA,111,111
55874408,1,0,late,f7c8e9a87e20950fa82af6d33d4691b034762ebb24e66b404b4aba192b3f5a7c,ebbd61e32b50e3d5f5ccd6babb64cc5eaeef5657abb6a63908889a46c9a04c57,0,FTG3T4W7FY4X2EDHMZ6Y5DFQTXIOFAMITRYYDASQIXXS6W3AEH7ZOSSGBA,309,309
55874408,2,0,late,f7c8e9a87e20950fa82af6d33d4691b034762ebb24e66b404b4aba192b3f5a7c,ebbd61e32b50e3d5f5ccd6babb64cc5eaeef5657abb6a63908889a46c9a04c57,0,FTG3T4W7FY4X2EDHMZ6Y5DFQTXIOFAMITRYYDASQIXXS6W3AEH7ZOSSGBA,193,193
55874408,1,0,on_time,37987c9bbda34867552743a708d4e2f496ff9a386795216858dcd163aa34317d,543fc80cfcb8b80bcc20139534d24bf9144a6d082625cd259baacb8b7ecd2ba1,0,H4PFJ2T5FSYKIQYJ6YZG5XE7B4X2TKHUDZRBDJXNEHCUMAGTKYLW5Y6XHQ,306,306
55874408,2,0,on_time,37987c9bbda34867552743a708d4e2f496ff9a386795216858dcd163aa34317d,543fc80cfcb8b80bcc20139534d24bf9144a6d082625cd259baacb8b7ecd2ba1,0,H4PFJ2T5FSYKIQYJ6YZG5XE7B4X2TKHUDZRBDJXNEHCUMAGTKYLW5Y6XHQ,130,130
55874409,2,0,late,37987c9bbda34867552743a708d4e2f496ff9a386795216858dcd163aa34317d,543fc80cfcb8b80bcc20139534d24bf9144a6d082625cd259baacb8b7ecd2ba1,0,H4PFJ2T5FSYKIQYJ6YZG5XE7B4X2TKHUDZRBDJXNEHCUMAGTKYLW5Y6XHQ,191,191
55874409,1,0,late,37987c9bbda34867552743a708d4e2f496ff9a386795216858dcd163aa34317d,543fc80cfcb8b80bcc20139534d24bf9144a6d082625cd259baacb8b7ecd2ba1,0,H4PFJ2T5FSYKIQYJ6YZG5XE7B4X2TKHUDZRBDJXNEHCUMAGTKYLW5Y6XHQ,324,324
55874409,1,0,on_time,22cc827d72d5f8f32926fa143e8325ef77cceb88a35ff3a18b93db3f501dea8c,588f34783f5797ff8be7b8debd0a3eacd4a5811afeeba762e2b123241d7b604f,0,24PGHMO3YFWT5HPC73ZB4DS7LBH53H6Q22IZ3LCLUQUQNE3LZLMSLHFWMQ,319,319
55874409,2,0,on_time,22cc827d72d5f8f32926fa143e8325ef77cceb88a35ff3a18b93db3f501dea8c,588f34783f5797ff8be7b8debd0a3eacd4a5811afeeba762e2b123241d7b604f,0,24PGHMO3YFWT5HPC73ZB4DS7LBH53H6Q22IZ3LCLUQUQNE3LZLMSLHFWMQ,127,127
55874410,1,0,late,22cc827d72d5f8f32926fa143e8325ef77cceb88a35ff3a18b93db3f501dea8c,588f34783f5797ff8be7b8debd0a3eacd4a5811afeeba762e2b123241d7b604f,0,24PGHMO3YFWT5HPC73ZB4DS7LBH53H6Q22IZ3LCLUQUQNE3LZLMSLHFWMQ,339,339
55874410,2,0,late,22cc827d72d5f8f32926fa143e8325ef77cceb88a35ff3a18b93db3f501dea8c,588f34783f5797ff8be7b8debd0a3eacd4a5811afeeba762e2b123241d7b604f,0,24PGHMO3YFWT5HPC73ZB4DS7LBH53H6Q22IZ3LCLUQUQNE3LZLMSLHFWMQ,171,171
55874410,1,0,on_time,92d2134feeb6da2c12eb3d5a9ff6fd8d2b5d3d45b110ebdb6fbf0780f3896693,6783a75a088216b218219064b2ed49883d76451d7f2d992cf6ccb9d89e2a58d6,0,EYNLSXSZFXDQBBJ7AQX35SVU6YSMINGLFZTOUOK7EYZIWG7AICHFVW5QPI,305,305
55874410,2,0,on_time,92d2134feeb6da2c12eb3d5a9ff6fd8d2b5d3d45b110ebdb6fbf0780f3896693,6783a75a088216b218219064b2ed49883d76451d7f2d992cf6ccb9d89e2a58d6,0,EYNLSXSZFXDQBBJ7AQX35SVU6YSMINGLFZTOUOK7EYZIWG7AICHFVW5QPI,117,117
55874411,1,0,late,92d2134feeb6da2c12eb3d5a9ff6fd8d2b5d3d45b110ebdb6fbf0780f3896693,6783a75a088216b218219064b2ed49883d76451d7f2d992cf6ccb9d89e2a58d6,0,EYNLSXSZFXDQBBJ7AQX35SVU6YSMINGLFZTOUOK7EYZIWG7AICHFVW5QPI,328,328
55874411,2,0,late,92d2134feeb6da2c12eb3d5a9ff6fd8d2b5d3d45b110ebdb6fbf0780f3896693,6783a75a088216b218219064b2ed49883d76451d7f2d992cf6ccb9d89e2a58d6,0,EYNLSXSZFXDQBBJ7AQX35SVU6YSMINGLFZTOUOK7EYZIWG7AICHFVW5QPI,197,197
55874411,1,0,on_time,1e65c36826e3a6ba503b6bf5151109278ec4889deb27c050194eb8ffe1e6107b,4bef389a2fed7f052165b5cede87adf55feea84025044664420b0a71fc002d8c,0,CRTAUOE76O76I3WDS4FKYRWYSMBPMV4TRG4O5PZWIY7ZHIGQROREQY6F6Y,314,314
55874411,2,0,on_time,1e65c36826e3a6ba503b6bf5151109278ec4889deb27c050194eb8ffe1e6107b,4bef389a2fed7f052165b5cede87adf55feea84025044664420b0a71fc002d8c,0,CRTAUOE76O76I3WDS4FKYRWYSMBPMV4TRG4O5PZWIY7ZHIGQROREQY6F6Y,118,118
55874412,1,0,on_time,d6ca4559a7585899ae2c7dc2c564e24be6cba48dd9e2f04f7eb1fd9311d99a8e,1d430af6a14be10eb82f9a04b1272ff8383e33fc4ff5740a9aa1ef90e604855f,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,329,329
55874412,2,0,on_time,d6ca4559a7585899ae2c7dc2c564e24be6cba48dd9e2f04f7eb1fd9311d99a8e,1d430af6a14be10eb82f9a04b1272ff8383e33fc4ff5740a9aa1ef90e604855f,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,145,145
55874412,2,0,late,1e65c36826e3a6ba503b6bf5151109278ec4889deb27c050194eb8ffe1e6107b,4bef389a2fed7f052165b5cede87adf55feea84025044664420b0a71fc002d8c,0,CRTAUOE76O76I3WDS4FKYRWYSMBPMV4TRG4O5PZWIY7ZHIGQROREQY6F6Y,184,184
55874412,1,0,late,1e65c36826e3a6ba503b6bf5151109278ec4889deb27c050194eb8ffe1e6107b,4bef389a2fed7f052165b5cede87adf55feea84025044664420b0a71fc002d8c,0,CRTAUOE76O76I3WDS4FKYRWYSMBPMV4TRG4O5PZWIY7ZHIGQROREQY6F6Y,333,333
55874413,1,0,late,d6ca4559a7585899ae2c7dc2c564e24be6cba48dd9e2f04f7eb1fd9311d99a8e,1d430af6a14be10eb82f9a04b1272ff8383e33fc4ff5740a9aa1ef90e604855f,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,349,349
55874413,2,0,late,d6ca4559a7585899ae2c7dc2c564e24be6cba48dd9e2f04f7eb1fd9311d99a8e,1d430af6a14be10eb82f9a04b1272ff8383e33fc4ff5740a9aa1ef90e604855f,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,210,210
55874413,1,0,on_time,7d1403e7b476c8418b469844c2d97859e2d1871a72d06bf2f951d97d086b04b7,33bf6dc560564a6b8db4f994b56c5a5ccec90f4679a2033f7f2205fd3849ec8f,0,VK3AEMKQI5EGJK43O4YQH4SVB5TAYZTYD2F6N3BMRL5WJOMYHGJ72FTRYI,315,315
55874413,2,0,on_time,7d1403e7b476c8418b469844c2d97859e2d1871a72d06bf2f951d97d086b04b7,33bf6dc560564a6b8db4f994b56c5a5ccec90f4679a2033f7f2205fd3849ec8f,0,VK3AEMKQI5EGJK43O4YQH4SVB5TAYZTYD2F6N3BMRL5WJOMYHGJ72FTRYI,127,127
55874414,2,0,late,7d1403e7b476c8418b469844c2d97859e2d1871a72d06bf2f951d97d086b04b7,33bf6dc560564a6b8db4f994b56c5a5ccec90f4679a2033f7f2205fd3849ec8f,0,VK3AEMKQI5EGJK43O4YQH4SVB5TAYZTYD2F6N3BMRL5WJOMYHGJ72FTRYI,198,198
55874414,1,0,on_time,164c80932ccd009bc6e95ed962f15d3f5921a58c2dd0981d5a5a0e117c72fa22,9385f7b62b80ffccdbc19a7dd346be6a30d29c7a2b9ed9bacce67bd4b7d20233,0,EP2YRTCL3SAA7HYG7KKWUC6ZH36SLYIKOX4FORKXZLUUQASP5JDJP4UU5A,321,321
55874414,2,0,on_time,164c80932ccd009bc6e95ed962f15d3f5921a58c2dd0981d5a5a0e117c72fa22,9385f7b62b80ffccdbc19a7dd346be6a30d29c7a2b9ed9bacce67bd4b7d20233,0,EP2YRTCL3SAA7HYG7KKWUC6ZH36SLYIKOX4FORKXZLUUQASP5JDJP4UU5A,136,136
55874414,1,0,late,7d1403e7b476c8418b469844c2d97859e2d1871a72d06bf2f951d97d086b04b7,33bf6dc560564a6b8db4f994b56c5a5ccec90f4679a2033f7f2205fd3849ec8f,0,VK3AEMKQI5EGJK43O4YQH4SVB5TAYZTYD2F6N3BMRL5WJOMYHGJ72FTRYI,333,333
55874415,1,0,on_time,21186418a749f9a8e3b92d474acf406452fe8cf301770d9fc3ba5c423484f5bb,aa3868956e2c03a47fc8f3800a86a2f4c419a61deec21b98f25db8937140720d,0,7USALIOQHU2BUCTYP3ZZMUO634H6OWPERHZQQO6FVC7P5CYDWRXEW5VWZU,323,323
55874415,2,0,on_time,21186418a749f9a8e3b92d474acf406452fe8cf301770d9fc3ba5c423484f5bb,aa3868956e2c03a47fc8f3800a86a2f4c419a61deec21b98f25db8937140720d,0,7USALIOQHU2BUCTYP3ZZMUO634H6OWPERHZQQO6FVC7P5CYDWRXEW5VWZU,141,141
55874415,1,0,late,164c80932ccd009bc6e95ed962f15d3f5921a58c2dd0981d5a5a0e117c72fa22,9385f7b62b80ffccdbc19a7dd346be6a30d29c7a2b9ed9bacce67bd4b7d20233,0,EP2YRTCL3SAA7HYG7KKWUC6ZH36SLYIKOX4FORKXZLUUQASP5JDJP4UU5A,333,333
55874415,2,0,late,164c80932ccd009bc6e95ed962f15d3f5921a58c2dd0981d5a5a0e117c72fa22,9385f7b62b80ffccdbc19a7dd346be6a30d29c7a2b9ed9bacce67bd4b7d20233,0,EP2YRTCL3SAA7HYG7KKWUC6ZH36SLYIKOX4FORKXZLUUQASP5JDJP4UU5A,193,193
55874416,1,0,late,21186418a749f9a8e3b92d474acf406452fe8cf301770d9fc3ba5c423484f5bb,aa3868956e2c03a47fc8f3800a86a2f4c419a61deec21b98f25db8937140720d,0,7USALIOQHU2BUCTYP3ZZMUO634H6OWPERHZQQO6FVC7P5CYDWRXEW5VWZU,337,337
55874416,2,0,late,21186418a749f9a8e3b92d474acf406452fe8cf301770d9fc3ba5c423484f5bb,aa3868956e2c03a47fc8f3800a86a2f4c419a61deec21b98f25db8937140720d,0,7USALIOQHU2BUCTYP3ZZMUO634H6OWPERHZQQO6FVC7P5CYDWRXEW5VWZU,193,193
55874416,1,0,on_time,bcfb0c2062a378eb85562f1654c67134bbc3afdfb396aacbcf68f439d247badf,a02cc3033acefaa69efacdb4d329c216f7a25ff3316a0419a0ebd5e709f8c400,0,U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,312,312
55874416,2,0,on_time,bcfb0c2062a378eb85562f1654c67134bbc3afdfb396aacbcf68f439d247badf,a02cc3033acefaa69efacdb4d329c216f7a25ff3316a0419a0ebd5e709f8c400,0,U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,140,140
55874417,1,0,late,bcfb0c2062a378eb85562f1654c67134bbc3afdfb396aacbcf68f439d247badf,a02cc3033acefaa69efacdb4d329c216f7a25ff3316a0419a0ebd5e709f8c400,0,U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,327,327
55874417,1,0,on_time,a4c2ae67e4a05883544d0e2b4b3a90a941898a23f591009ae9a29a75fbbc88cd,371bc529e5aa6b04d5b6dd0e6584fb562db91513863c2a5005c9ec4c8fa680d0,0,H7CDKBNTC4OVBFZXFYG5CEZJXA4VDRJGHT26MXOJVBGPI7MMO7VSE4RZHA,311,311
55874417,2,0,on_time,a4c2ae67e4a05883544d0e2b4b3a90a941898a23f591009ae9a29a75fbbc88cd,371bc529e5aa6b04d5b6dd0e6584fb562db91513863c2a5005c9ec4c8fa680d0,0,H7CDKBNTC4OVBFZXFYG5CEZJXA4VDRJGHT26MXOJVBGPI7MMO7VSE4RZHA,116,116
55874417,2,0,late,bcfb0c2062a378eb85562f1654c67134bbc3afdfb396aacbcf68f439d247badf,a02cc3033acefaa69efacdb4d329c216f7a25ff3316a0419a0ebd5e709f8c400,0,U5P6Q4YYAEZPRUJZNKGOIICBO7CYZVD5EDRMGE35G2D35IULQYWGWN3GCU,198,198
55874418,1,0,late,a4c2ae67e4a05883544d0e2b4b3a90a941898a23f591009ae9a29a75fbbc88cd,371bc529e5aa6b04d5b6dd0e6584fb562db91513863c2a5005c9ec4c8fa680d0,0,H7CDKBNTC4OVBFZXFYG5CEZJXA4VDRJGHT26MXOJVBGPI7MMO7VSE4RZHA,334,334
55874418,2,0,late,a4c2ae67e4a05883544d0e2b4b3a90a941898a23f591009ae9a29a75fbbc88cd,371bc529e5aa6b04d5b6dd0e6584fb562db91513863c2a5005c9ec4c8fa680d0,0,H7CDKBNTC4OVBFZXFYG5CEZJXA4VDRJGHT26MXOJVBGPI7MMO7VSE4RZHA,185,185
55874418,1,0,on_time,d95a9c56f180a290b3ba7c75e3562dc056cb71abcf2a1bcaeb0f18afc7c3cb2a,a10df9d4021d1d84b5dd373d6157b6e9ca62209542e0cfd71a9bd278f8ab5caf,0,B23XLXSA3MBU3SLP5EF2HE7JRR2UMFNKZBIDRWQPGLGCNDNCABWHMDXPMQ,309,309
55874418,2,0,on_time,d95a9c56f180a290b3ba7c75e3562dc056cb71abcf2a1bcaeb0f18afc7c3cb2a,a10df9d4021d1d84b5dd373d6157b6e9ca62209542e0cfd71a9bd278f8ab5caf,0,B23XLXSA3MBU3SLP5EF2HE7JRR2UMFNKZBIDRWQPGLGCNDNCABWHMDXPMQ,133,133
55874419,1,0,on_time,2d12ddbdf8f19256081d402d08abd90400b94ffc03e25ae6f4b3848a99818f8c,7b662d4077bf309b0b61cbdc18e09c3b5c2f2e2823335584facb277e419ad786,0,24PGHMO3YFWT5HPC73ZB4DS7LBH53H6Q22IZ3LCLUQUQNE3LZLMSLHFWMQ,336,336
55874419,2,0,on_time,2d12ddbdf8f19256081d402d08abd90400b94ffc03e25ae6f4b3848a99818f8c,7b662d4077bf309b0b61cbdc18e09c3b5c2f2e2823335584facb277e419ad786,0,24PGHMO3YFWT5HPC73ZB4DS7LBH53H6Q22IZ3LCLUQUQNE3LZLMSLHFWMQ,148,148
55874419,2,0,late,d95a9c56f180a290b3ba7c75e3562dc056cb71abcf2a1bcaeb0f18afc7c3cb2a,a10df9d4021d1d84b5dd373d6157b6e9ca62209542e0cfd71a9bd278f8ab5caf,0,B23XLXSA3MBU3SLP5EF2HE7JRR2UMFNKZBIDRWQPGLGCNDNCABWHMDXPMQ,199,199
55874419,1,0,late,d95a9c56f180a290b3ba7c75e3562dc056cb71abcf2a1bcaeb0f18afc7c3cb2a,a10df9d4021d1d84b5dd373d6157b6e9ca62209542e0cfd71a9bd278f8ab5caf,0,B23XLXSA3MBU3SLP5EF2HE7JRR2UMFNKZBIDRWQPGLGCNDNCABWHMDXPMQ,321,321
55874420,2,0,late,2d12ddbdf8f19256081d402d08abd90400b94ffc03e25ae6f4b3848a99818f8c,7b662d4077bf309b0b61cbdc18e09c3b5c2f2e2823335584facb277e419ad786,0,24PGHMO3YFWT5HPC73ZB4DS7LBH53H6Q22IZ3LCLUQUQNE3LZLMSLHFWMQ,198,198
55874420,1,0,late,2d12ddbdf8f19256081d402d08abd90400b94ffc03e25ae6f4b3848a99818f8c,7b662d4077bf309b0b61cbdc18e09c3b5c2f2e2823335584facb277e419ad786,0,24PGHMO3YFWT5HPC73ZB4DS7LBH53H6Q22IZ3LCLUQUQNE3LZLMSLHFWMQ,350,350
55874420,1,0,on_time,5bab62fdd265ef3992ffd4e71fde26cabb59f43a689217b54a57bb5aa3f73acd,691a2b662b892dcf07f0c5dda56e8ab89709dd0d5a040cafd77da280bdf3f5c8,0,V6MC7XTJQ3UMYA443JMWAPF473JV757PF7LXYU4CXVIWAXJLMCCGZBIZTE,321,321
55874420,2,0,on_time,5bab62fdd265ef3992ffd4e71fde26cabb59f43a689217b54a57bb5aa3f73acd,691a2b662b892dcf07f0c5dda56e8ab89709dd0d5a040cafd77da280bdf3f5c8,0,V6MC7XTJQ3UMYA443JMWAPF473JV757PF7LXYU4CXVIWAXJLMCCGZBIZTE,149,149
55874421,1,0,late,5bab62fdd265ef3992ffd4e71fde26cabb59f43a689217b54a57bb5aa3f73acd,691a2b662b892dcf07f0c5dda56e8ab89709dd0d5a040cafd77da280bdf3f5c8,0,V6MC7XTJQ3UMYA443JMWAPF473JV757PF7LXYU4CXVIWAXJLMCCGZBIZTE,336,336
55874421,2,0,late,5bab62fdd265ef3992ffd4e71fde26cabb59f43a689217b54a57bb5aa3f73acd,691a2b662b892dcf07f0c5dda56e8ab89709dd0d5a040cafd77da280bdf3f5c8,0,V6MC7XTJQ3UMYA443JMWAPF473JV757PF7LXYU4CXVIWAXJLMCCGZBIZTE,207,207
55874421,1,0,on_time,ffd308b14d6a00facf714b1c21322b08dc444a1ed9c147e3854e9cfaccf40ef4,eff567f286e38eb1d1b2bb44ac8cf34b4de506a4717567784238c60ebe3a67c5,0,U5ND3KRZL6S5RHNL2UAKQEIJFI6DVGJXOH6YI5PI7FDI2NBE5JMW3GQG6E,320,320
55874421,2,0,on_time,ffd308b14d6a00facf714b1c21322b08dc444a1ed9c147e3854e9cfaccf40ef4,eff567f286e38eb1d1b2bb44ac8cf34b4de506a4717567784238c60ebe3a67c5,0,U5ND3KRZL6S5RHNL2UAKQEIJFI6DVGJXOH6YI5PI7FDI2NBE5JMW3GQG6E,154,154
55874422,2,0,late,ffd308b14d6a00facf714b1c21322b08dc444a1ed9c147e3854e9cfaccf40ef4,eff567f286e38eb1d1b2bb44ac8cf34b4de506a4717567784238c60ebe3a67c5,0,U5ND3KRZL6S5RHNL2UAKQEIJFI6DVGJXOH6YI5PI7FDI2NBE5JMW3GQG6E,201,201
55874422,1,0,late,ffd308b14d6a00facf714b1c21322b08dc444a1ed9c147e3854e9cfaccf40ef4,eff567f286e38eb1d1b2bb44ac8cf34b4de506a4717567784238c60ebe3a67c5,0,U5ND3KRZL6S5RHNL2UAKQEIJFI6DVGJXOH6YI5PI7FDI2NBE5JMW3GQG6E,337,337
55874422,1,0,on_time,7eebbbff07c3c9fd7cc33301ae09efa5ee82e8a780e9470ba79289840def0939,96240e9921b0a089b8a66f9f91f16c708a827d269f4a114bb100b24ed2b63dd0,0,VVU2LEKHHCF2PACOOIMSH6WY6AM5XMFWZRGWVHR65CILVVS6F4PHNIH35Y,291,291
55874422,2,0,on_time,7eebbbff07c3c9fd7cc33301ae09efa5ee82e8a780e9470ba79289840def0939,96240e9921b0a089b8a66f9f91f16c708a827d269f4a114bb100b24ed2b63dd0,0,VVU2LEKHHCF2PACOOIMSH6WY6AM5XMFWZRGWVHR65CILVVS6F4PHNIH35Y,132,132
55874423,2,0,late,7eebbbff07c3c9fd7cc33301ae09efa5ee82e8a780e9470ba79289840def0939,96240e9921b0a089b8a66f9f91f16c708a827d269f4a114bb100b24ed2b63dd0,0,VVU2LEKHHCF2PACOOIMSH6WY6AM5XMFWZRGWVHR65CILVVS6F4PHNIH35Y,198,198
55874423,1,0,late,7eebbbff07c3c9fd7cc33301ae09efa5ee82e8a780e9470ba79289840def0939,96240e9921b0a089b8a66f9f91f16c708a827d269f4a114bb100b24ed2b63dd0,0,VVU2LEKHHCF2PACOOIMSH6WY6AM5XMFWZRGWVHR65CILVVS6F4PHNIH35Y,311,311
55874423,1,0,on_time,4ff8a01b179c6a6f168b9f9c25fc863981f62192ae6f5481ecae229902f528f9,ba95e9af29943db894ede428273b2acb83ca7e3421bd12441ece17c89fdbf2c6,0,L5BLJ4FNK6FNM7V5NUVT5QI6NQAERLLHYT24XH6RS2DUC4WDHPM5LOLGBY,340,340
55874423,2,0,on_time,4ff8a01b179c6a6f168b9f9c25fc863981f62192ae6f5481ecae229902f528f9,ba95e9af29943db894ede428273b2acb83ca7e3421bd12441ece17c89fdbf2c6,0,L5BLJ4FNK6FNM7V5NUVT5QI6NQAERLLHYT24XH6RS2DUC4WDHPM5LOLGBY,132,132
55874424,2,0,late,4ff8a01b179c6a6f168b9f9c25fc863981f62192ae6f5481ecae229902f528f9,ba95e9af29943db894ede428273b2acb83ca7e3421bd12441ece17c89fdbf2c6,0,L5BLJ4FNK6FNM7V5NUVT5QI6NQAERLLHYT24XH6RS2DUC4WDHPM5LOLGBY,203,203
55874424,1,0,late,4ff8a01b179c6a6f168b9f9c25fc863981f62192ae6f5481ecae229902f528f9,ba95e9af29943db894ede428273b2acb83ca7e3421bd12441ece17c89fdbf2c6,0,L5BLJ4FNK6FNM7V5NUVT5QI6NQAERLLHYT24XH6RS2DUC4WDHPM5LOLGBY,356,356
55874424,1,0,on_time,f61677a8e5e86402fe9cae3a2a9c4be80f69e3ba3cb0cadf650962bc592c28b4,03c6c5cb98f03936613b8dd0004a8331d93e5b37449c77ad0acbf3642959ca3e,0,FKDXPRVUHAJKVDDAROMO4W3P256I46Y5J3LYPK3COYEBXRJEETB27DZZMA,301,301
55874424,2,0,on_time,f61677a8e5e86402fe9cae3a2a9c4be80f69e3ba3cb0cadf650962bc592c28b4,03c6c5cb98f03936613b8dd0004a8331d93e5b37449c77ad0acbf3642959ca3e,0,FKDXPRVUHAJKVDDAROMO4W3P256I46Y5J3LYPK3COYEBXRJEETB27DZZMA,126,126
55874425,2,0,on_time,02272c47fe9791bd0eda18a5abe3dca68287f865217583e86d15fa9b820248e4,09da5e9a1a2660e815e95ccb5954a6ecbc30a538bf87e35d3d8734b26b2dfeb3,0,3YIIMZRD4UVBXWQKCROQW5KRWGS6KPK6F6C2B6GYGANPMBLGJ5HYOQVP4E,154,154
55874425,2,0,late,f61677a8e5e86402fe9cae3a2a9c4be80f69e3ba3cb0cadf650962bc592c28b4,03c6c5cb98f03936613b8dd0004a8331d93e5b37449c77ad0acbf3642959ca3e,0,FKDXPRVUHAJKVDDAROMO4W3P256I46Y5J3LYPK3COYEBXRJEETB27DZZMA,190,190
55874425,1,0,late,f61677a8e5e86402fe9cae3a2a9c4be80f69e3ba3cb0cadf650962bc592c28b4,03c6c5cb98f03936613b8dd0004a8331d93e5b37449c77ad0acbf3642959ca3e,0,FKDXPRVUHAJKVDDAROMO4W3P256I46Y5J3LYPK3COYEBXRJEETB27DZZMA,337,337
