round,step,period,category,proposal_block_digest,proposal_encoding_digest,proposal_original_period,proposal_original_proposer,unique_senders,total_messages
55874566,1,0,late,d8b9e33ab94086d3d42a738d3ac18c919b391100333a8cb1602323b8039759a6,f0c510c03df60c53ba49dd5264e5b2f940bf0d0397cf7b46c1d46878f6046049,0,OVV4PORLLVTPZSC7SV2J3DESBI4H747QDJFFH2CGO6UNK3QQ4AU5APLHBA,345,345
55874566,2,0,late,d8b9e33ab94086d3d42a738d3ac18c919b391100333a8cb1602323b8039759a6,f0c510c03df60c53ba49dd5264e5b2f940bf0d0397cf7b46c1d46878f6046049,0,OVV4PORLLVTPZSC7SV2J3DESBI4H747QDJFFH2CGO6UNK3QQ4AU5APLHBA,184,184
55874566,1,0,on_time,246d7677367754a49e9919d823a0262122f912c7678760f7b3a57142a51583a4,37982082b6823cf1dd2aa20d4f8666f9fea89914788cdca93ee340652ba509c9,0,H4PFJ2T5FSYKIQYJ6YZG5XE7B4X2TKHUDZRBDJXNEHCUMAGTKYLW5Y6XHQ,320,320
55874567,2,0,late,246d7677367754a49e9919d823a0262122f912c7678760f7b3a57142a51583a4,37982082b6823cf1dd2aa20d4f8666f9fea89914788cdca93ee340652ba509c9,0,H4PFJ2T5FSYKIQYJ6YZG5XE7B4X2TKHUDZRBDJXNEHCUMAGTKYLW5Y6XHQ,198,198
55874567,1,0,late,246d7677367754a49e9919d823a0262122f912c7678760f7b3a57142a51583a4,37982082b6823cf1dd2aa20d4f8666f9fea89914788cdca93ee340652ba509c9,0,H4PFJ2T5FSYKIQYJ6YZG5XE7B4X2TKHUDZRBDJXNEHCUMAGTKYLW5Y6XHQ,335,335
55874567,1,0,on_time,65c5ef29e4b4e967cd90e1e778c76c696257f91256fb0f1ad7622cc9f6e49cf6,085f9f00c4601fb91e4fb443b9881ff0916b8b2d38f6daa480041cd1dec0c234,0,ALISHAN5VGS42YTKI5KRXHY6JNWPL2SGCDBVQJ74T5Q3NCXXXOR74OTPFU,320,320
55874567,2,0,on_time,65c5ef29e4b4e967cd90e1e778c76c696257f91256fb0f1ad7622cc9f6e49cf6,085f9f00c4601fb91e4fb443b9881ff0916b8b2d38f6daa480041cd1dec0c234,0,ALISHAN5VGS42YTKI5KRXHY6JNWPL2SGCDBVQJ74T5Q3NCXXXOR74OTPFU,146,146
55874568,2,0,late,65c5ef29e4b4e967cd90e1e778c76c696257f91256fb0f1ad7622cc9f6e49cf6,085f9f00c4601fb91e4fb443b9881ff0916b8b2d38f6daa480041cd1dec0c234,0,ALISHAN5VGS42YTKI5KRXHY6JNWPL2SGCDBVQJ74T5Q3NCXXXOR74OTPFU,202,202
55874568,1,0,late,65c5ef29e4b4e967cd90e1e778c76c696257f91256fb0f1ad7622cc9f6e49cf6,085f9f00c4601fb91e4fb443b9881ff0916b8b2d38f6daa480041cd1dec0c234,0,ALISHAN5VGS42YTKI5KRXHY6JNWPL2SGCDBVQJ74T5Q3NCXXXOR74OTPFU,332,332
55874568,1,0,on_time,ac0436babe8f9ccb3e2e4c11710e1d81169a2fb27c0e0264f008b3081ea357ef,a453974bcdcc0be0f65e56ca58416af5ff80f0a7a5adffbec7223692b0bacef0,0,644QQ67PMAIWVZ4VKV6A5GNGWHF3YO5YCDRJA5ABS4ECQ75RZBEUGSDNTY,330,330
55874568,2,0,on_time,ac0436babe8f9ccb3e2e4c11710e1d81169a2fb27c0e0264f008b3081ea357ef,a453974bcdcc0be0f65e56ca58416af5ff80f0a7a5adffbec7223692b0bacef0,0,644QQ67PMAIWVZ4VKV6A5GNGWHF3YO5YCDRJA5ABS4ECQ75RZBEUGSDNTY,143,143
55874569,1,0,late,ac0436babe8f9ccb3e2e4c11710e1d81169a2fb27c0e0264f008b3081ea357ef,a453974bcdcc0be0f65e56ca58416af5ff80f0a7a5adffbec7223692b0bacef0,0,644QQ67PMAIWVZ4VKV6A5GNGWHF3YO5YCDRJA5ABS4ECQ75RZBEUGSDNTY,341,341
55874569,1,0,on_time,53efe85e00ea1e35548705758ba7f68aa54c36f7301a661cd04e7461f5df9ca5,9e2cd2211a344e898ea5bc41db72e122d0b87fb8ad11faa83909e0f3ee4a771f,0,VEJGTLTKNT3VGLG2GVB2LMXC55WYW6J6WPZ76XTY2Y46TRJQOORWERYXYE,342,342
55874569,2,0,on_time,53efe85e00ea1e35548705758ba7f68aa54c36f7301a661cd04e7461f5df9ca5,9e2cd2211a344e898ea5bc41db72e122d0b87fb8ad11faa83909e0f3ee4a771f,0,VEJGTLTKNT3VGLG2GVB2LMXC55WYW6J6WPZ76XTY2Y46TRJQOORWERYXYE,157,157
55874569,2,0,late,ac0436babe8f9ccb3e2e4c11710e1d81169a2fb27c0e0264f008b3081ea357ef,a453974bcdcc0be0f65e56ca58416af5ff80f0a7a5adffbec7223692b0bacef0,0,644QQ67PMAIWVZ4VKV6A5GNGWHF3YO5YCDRJA5ABS4ECQ75RZBEUGSDNTY,192,192
55874570,2,0,late,53efe85e00ea1e35548705758ba7f68aa54c36f7301a661cd04e7461f5df9ca5,9e2cd2211a344e898ea5bc41db72e122d0b87fb8ad11faa83909e0f3ee4a771f,0,VEJGTLTKNT3VGLG2GVB2LMXC55WYW6J6WPZ76XTY2Y46TRJQOORWERYXYE,196,196
55874570,1,0,on_time,a310864bc92f34185095e497dd0aa527a4d6993ad205da58bf4bfb225ba0cc52,bd31ca296abe7e7ebd7137825c618b9861c268d443da4486206f0917590a9e74,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,318,318
55874570,2,0,on_time,a310864bc92f34185095e497dd0aa527a4d6993ad205da58bf4bfb225ba0cc52,bd31ca296abe7e7ebd7137825c618b9861c268d443da4486206f0917590a9e74,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,151,151
55874570,1,0,late,53efe85e00ea1e35548705758ba7f68aa54c36f7301a661cd04e7461f5df9ca5,9e2cd2211a344e898ea5bc41db72e122d0b87fb8ad11faa83909e0f3ee4a771f,0,VEJGTLTKNT3VGLG2GVB2LMXC55WYW6J6WPZ76XTY2Y46TRJQOORWERYXYE,348,348
55874571,1,0,late,a310864bc92f34185095e497dd0aa527a4d6993ad205da58bf4bfb225ba0cc52,bd31ca296abe7e7ebd7137825c618b9861c268d443da4486206f0917590a9e74,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,335,335
55874571,2,0,late,a310864bc92f34185095e497dd0aa527a4d6993ad205da58bf4bfb225ba0cc52,bd31ca296abe7e7ebd7137825c618b9861c268d443da4486206f0917590a9e74,0,2R5FTTVDIAQ55I5SPW5BE6R2SVYY45O5W64XGIVBLHQYWMZARRXTO4VIHQ,202,202
55874571,1,0,on_time,546d05b5b1561de309dc9a345a413d313b2bd607a24634cc63b3904983db4100,379692c1e51efd353969b304cd5679f30c643e9fd4246b5d16374289a8c79616,0,5PBRG5UQEJSTS7UACFBLFKIJYTLYKOJZXJQIGZFBQANKMU54FOIFYNQO54,312,312
55874571,2,0,on_time,546d05b5b1561de309dc9a345a413d313b2bd607a24634cc63b3904983db4100,379692c1e51efd353969b304cd5679f30c643e9fd4246b5d16374289a8c79616,0,5PBRG5UQEJSTS7UACFBLFKIJYTLYKOJZXJQIGZFBQANKMU54FOIFYNQO54,137,137
55874572,2,0,late,546d05b5b1561de309dc9a345a413d313b2bd607a24634cc63b3904983db4100,379692c1e51efd353969b304cd5679f30c643e9fd4246b5d16374289a8c79616,0,5PBRG5UQEJSTS7UACFBLFKIJYTLYKOJZXJQIGZFBQANKMU54FOIFYNQO54,186,186
55874572,1,0,late,546d05b5b1561de309dc9a345a413d313b2bd607a24634cc63b3904983db4100,379692c1e51efd353969b304cd5679f30c643e9fd4246b5d16374289a8c79616,0,5PBRG5UQEJSTS7UACFBLFKIJYTLYKOJZXJQIGZFBQANKMU54FOIFYNQO54,329,329
55874572,1,0,on_time,2d1ede03c33afe94c2f734b8fa51bf746623ec92f24732e9db621721ad21f7f1,fe855413d910791f834815ae9ddf907d060efe6e23ec7bc3938bc9d6ede6a22c,0,3YIIMZRD4UVBXWQKCROQW5KRWGS6KPK6F6C2B6GYGANPMBLGJ5HYOQVP4E,327,327
55874572,2,0,on_time,2d1ede03c33afe94c2f734b8fa51bf746623ec92f24732e9db621721ad21f7f1,fe855413d910791f834815ae9ddf907d060efe6e23ec7bc3938bc9d6ede6a22c,0,3YIIMZRD4UVBXWQKCROQW5KRWGS6KPK6F6C2B6GYGANPMBLGJ5HYOQVP4E,155,155
55874573,2,0,on_time,2a484fb57d49130752007f19de9490ead611ae99432a545c16477e2d3a8897a0,e877437f42101c6c286f1a7f6fb2e875ee8303ffc3d47f677c0b399d9ab65b96,0,62UUOSMOMD6XOSRROCIIMVVF2VX6N4CMVLCUFUVWV4Q4T4BHD7ETFNWMOI,149,149
55874573,1,0,late,2d1ede03c33afe94c2f734b8fa51bf746623ec92f24732e9db621721ad21f7f1,fe855413d910791f834815ae9ddf907d060efe6e23ec7bc3938bc9d6ede6a22c,0,3YIIMZRD4UVBXWQKCROQW5KRWGS6KPK6F6C2B6GYGANPMBLGJ5HYOQVP4E,338,338
55874573,2,0,late,2d1ede03c33afe94c2f734b8fa51bf746623ec92f24732e9db621721ad21f7f1,fe855413d910791f834815ae9ddf907d060efe6e23ec7bc3938bc9d6ede6a22c,0,3YIIMZRD4UVBXWQKCROQW5KRWGS6KPK6F6C2B6GYGANPMBLGJ5HYOQVP4E,186,186
55874573,1,0,on_time,2a484fb57d49130752007f19de9490ead611ae99432a545c16477e2d3a8897a0,e877437f42101c6c286f1a7f6fb2e875ee8303ffc3d47f677c0b399d9ab65b96,0,62UUOSMOMD6XOSRROCIIMVVF2VX6N4CMVLCUFUVWV4Q4T4BHD7ETFNWMOI,313,313
55874574,1,0,late,2a484fb57d49130752007f19de9490ead611ae99432a545c16477e2d3a8897a0,e877437f42101c6c286f1a7f6fb2e875ee8303ffc3d47f677c0b399d9ab65b96,0,62UUOSMOMD6XOSRROCIIMVVF2VX6N4CMVLCUFUVWV4Q4T4BHD7ETFNWMOI,321,321
55874574,2,0,late,2a484fb57d49130752007f19de9490ead611ae99432a545c16477e2d3a8897a0,e877437f42101c6c286f1a7f6fb2e875ee8303ffc3d47f677c0b399d9ab65b96,0,62UUOSMOMD6XOSRROCIIMVVF2VX6N4CMVLCUFUVWV4Q4T4BHD7ETFNWMOI,192,192
55874574,1,0,on_time,cda1277b659664357bafb3d7f4ae3ab1094b1502cd2bda6ff48ab613756c4c9e,77a1ad163047785a03af8ee0226ffd347d953cb4ade00d1ddd7a28b754302f17,0,62UUOSMOMD6XOSRROCIIMVVF2VX6N4CMVLCUFUVWV4Q4T4BHD7ETFNWMOI,331,331
55874574,2,0,on_time,cda1277b659664357bafb3d7f4ae3ab1094b1502cd2bda6ff48ab613756c4c9e,77a1ad163047785a03af8ee0226ffd347d953cb4ade00d1ddd7a28b754302f17,0,62UUOSMOMD6XOSRROCIIMVVF2VX6N4CMVLCUFUVWV4Q4T4BHD7ETFNWMOI,139,139
55874575,2,0,late,cda1277b659664357bafb3d7f4ae3ab1094b1502cd2bda6ff48ab613756c4c9e,77a1ad163047785a03af8ee0226ffd347d953cb4ade00d1ddd7a28b754302f17,0,62UUOSMOMD6XOSRROCIIMVVF2VX6N4CMVLCUFUVWV4Q4T4BHD7ETFNWMOI,188,188
55874575,1,0,late,cda1277b659664357bafb3d7f4ae3ab1094b1502cd2bda6ff48ab613756c4c9e,77a1ad163047785a03af8ee0226ffd347d953cb4ade00d1ddd7a28b754302f17,0,62UUOSMOMD6XOSRROCIIMVVF2VX6N4CMVLCUFUVWV4Q4T4BHD7ETFNWMOI,342,342
55874575,1,0,on_time,21fb40885001bdef308d579af50d4ea22c045132d636fb748aca1de5dbb33b79,17741cab4f73b02fbb6d7bf88b755d07a4f29b19574c8e2d8ee592f3ce79a2c5,0,FKDXPRVUHAJKVDDAROMO4W3P256I46Y5J3LYPK3COYEBXRJEETB27DZZMA,360,360
55874575,2,0,on_time,21fb40885001bdef308d579af50d4ea22c045132d636fb748aca1de5dbb33b79,17741cab4f73b02fbb6d7bf88b755d07a4f29b19574c8e2d8ee592f3ce79a2c5,0,FKDXPRVUHAJKVDDAROMO4W3P256I46Y5J3LYPK3COYEBXRJEETB27DZZMA,157,157
55874576,1,0,on_time,33665f215275f8c2199a4cc816ad7d06f5dc1a540606644c2bd0e8e4ad804acd,87862eeef692de97fd63e7c369c48e5aad632de14e62317d3aa92e0b46124a4a,0,XBYLS2E6YI6XXL5BWCAMOA4GTWHXWENZMX5UHXMRNWWUQ7BXCY5WC5TEPA,308,308
55874576,2,0,on_time,33665f215275f8c2199a4cc816ad7d06f5dc1a540606644c2bd0e8e4ad804acd,87862eeef692de97fd63e7c369c48e5aad632de14e62317d3aa92e0b46124a4a,0,XBYLS2E6YI6XXL5BWCAMOA4GTWHXWENZMX5UHXMRNWWUQ7BXCY5WC5TEPA,132,132
55874576,2,0,late,21fb40885001bdef308d579af50d4ea22c045132d636fb748aca1de5dbb33b79,17741cab4f73b02fbb6d7bf88b755d07a4f29b19574c8e2d8ee592f3ce79a2c5,0,FKDXPRVUHAJKVDDAROMO4W3P256I46Y5J3LYPK3COYEBXRJEETB27DZZMA,204,204
55874576,1,0,late,21fb40885001bdef308d579af50d4ea22c045132d636fb748aca1de5dbb33b79,17741cab4f73b02fbb6d7bf88b755d07a4f29b19574c8e2d8ee592f3ce79a2c5,0,FKDXPRVUHAJKVDDAROMO4W3P256I46Y5J3LYPK3COYEBXRJEETB27DZZMA,367,367
55874577,1,0,on_time,f369f9eb6fff5bd890c852770498aea0fabec9ce8897a5095dd408fc42f967dd,cfcca33d4e6b55cf8da7857d5412cf867a03057d73c737c85a9a8e78856ef662,0,NYMNQ7BFWNKTNJE6U6EGTNSBQIAAERDRHD3VIEINQYFHGSMJXE7CIP6GI4,300,300
55874577,2,0,on_time,f369f9eb6fff5bd890c852770498aea0fabec9ce8897a5095dd408fc42f967dd,cfcca33d4e6b55cf8da7857d5412cf867a03057d73c737c85a9a8e78856ef662,0,NYMNQ7BFWNKTNJE6U6EGTNSBQIAAERDRHD3VIEINQYFHGSMJXE7CIP6GI4,143,143
55874577,2,0,late,33665f215275f8c2199a4cc816ad7d06f5dc1a540606644c2bd0e8e4ad804acd,87862eeef692de97fd63e7c369c48e5aad632de14e62317d3aa92e0b46124a4a,0,XBYLS2E6YI6XXL5BWCAMOA4GTWHXWENZMX5UHXMRNWWUQ7BXCY5WC5TEPA,174,174
55874577,1,0,late,33665f215275f8c2199a4cc816ad7d06f5dc1a540606644c2bd0e8e4ad804acd,87862eeef692de97fd63e7c369c48e5aad632de14e62317d3aa92e0b46124a4a,0,XBYLS2E6YI6XXL5BWCAMOA4GTWHXWENZMX5UHXMRNWWUQ7BXCY5WC5TEPA,331,331
55874578,2,0,late,f369f9eb6fff5bd890c852770498aea0fabec9ce8897a5095dd408fc42f967dd,cfcca33d4e6b55cf8da7857d5412cf867a03057d73c737c85a9a8e78856ef662,0,NYMNQ7BFWNKTNJE6U6EGTNSBQIAAERDRHD3VIEINQYFHGSMJXE7CIP6GI4,192,192
55874578,1,0,late,f369f9eb6fff5bd890c852770498aea0fabec9ce8897a5095dd408fc42f967dd,cfcca33d4e6b55cf8da7857d5412cf867a03057d73c737c85a9a8e78856ef662,0,NYMNQ7BFWNKTNJE6U6EGTNSBQIAAERDRHD3VIEINQYFHGSMJXE7CIP6GI4,310,310
55874578,1,0,on_time,eb7d2aa0076b3dcd5bbfa366ce0bf907e4e4ce62d80cf6f5fd151cab4866097f,3c76a759bd39b313f4da65d2fa1f6d4175bf4714afda32d0cd1a58548fb34169,0,4TPMQLUIBMQ6ILR4FSBEWJACEOYJVYZ7PWL333KL47DHVT6TJHH55E5WWE,304,304
55874578,2,0,on_time,eb7d2aa0076b3dcd5bbfa366ce0bf907e4e4ce62d80cf6f5fd151cab4866097f,3c76a759bd39b313f4da65d2fa1f6d4175bf4714afda32d0cd1a58548fb34169,0,4TPMQLUIBMQ6ILR4FSBEWJACEOYJVYZ7PWL333KL47DHVT6TJHH55E5WWE,148,148
55874579,2,0,on_time,d28065188ebfb27809204cb2b9520ee36891d0505408fff0e548f3109e3f6fdf,486c25d876e0feac7564be9f51c26ad106004e7e9905504e7cabe1282ddce280,0,NRDDQ7MFRTUTMDAP4CBXDQ2IVP5VSLKDASADLLANYLFIKR7NQOGOUINYM4,124,124
55874579,1,0,late,eb7d2aa0076b3dcd5bbfa366ce0bf907e4e4ce62d80cf6f5fd151cab4866097f,3c76a759bd39b313f4da65d2fa1f6d4175bf4714afda32d0cd1a58548fb34169,0,4TPMQLUIBMQ6ILR4FSBEWJACEOYJVYZ7PWL333KL47DHVT6TJHH55E5WWE,320,320
55874579,2,0,late,eb7d2aa0076b3dcd5bbfa366ce0bf907e4e4ce62d80cf6f5fd151cab4866097f,3c76a759bd39b313f4da65d2fa1f6d4175bf4714afda32d0cd1a58548fb34169,0,4TPMQLUIBMQ6ILR4FSBEWJACEOYJVYZ7PWL333KL47DHVT6TJHH55E5WWE,194,194
55874579,1,0,on_time,d28065188ebfb27809204cb2b9520ee36891d0505408fff0e548f3109e3f6fdf,486c25d876e0feac7564be9f51c26ad106004e7e9905504e7cabe1282ddce280,0,NRDDQ7MFRTUTMDAP4CBXDQ2IVP5VSLKDASADLLANYLFIKR7NQOGOUINYM4,300,300
55874580,1,0,late,d28065188ebfb27809204cb2b9520ee36891d0505408fff0e548f3109e3f6fdf,486c25d876e0feac7564be9f51c26ad106004e7e9905504e7cabe1282ddce280,0,NRDDQ7MFRTUTMDAP4CBXDQ2IVP5VSLKDASADLLANYLFIKR7NQOGOUINYM4,322,322
55874580,2,0,late,d28065188ebfb27809204cb2b9520ee36891d0505408fff0e548f3109e3f6fdf,486c25d876e0feac7564be9f51c26ad106004e7e9905504e7cabe1282ddce280,0,NRDDQ7MFRTUTMDAP4CBXDQ2IVP5VSLKDASADLLANYLFIKR7NQOGOUINYM4,171,171
55874580,1,0,on_time,99209e39bc554746ed31492b9cac3b0bb6fcf31361fc068a99623af0994a40f0,e7719d4efe1e08f4ef3b4adaf8d7b5ff9fda0825ddf0a5ffce9a96a93cb3e572,0,4EHCQSBDXQDSR4MFASDP2TGNKVDCJEKA5FUCHLAJ7FVTANR42JISNPV6UU,303,303
55874580,2,0,on_time,99209e39bc554746ed31492b9cac3b0bb6fcf31361fc068a99623af0994a40f0,e7719d4efe1e08f4ef3b4adaf8d7b5ff9fda0825ddf0a5ffce9a96a93cb3e572,0,4EHCQSBDXQDSR4MFASDP2TGNKVDCJEKA5FUCHLAJ7FVTANR42JISNPV6UU,137,137
55874581,2,0,late,99209e39bc554746ed31492b9cac3b0bb6fcf31361fc068a99623af0994a40f0,e7719d4efe1e08f4ef3b4adaf8d7b5ff9fda0825ddf0a5ffce9a96a93cb3e572,0,4EHCQSBDXQDSR4MFASDP2TGNKVDCJEKA5FUCHLAJ7FVTANR42JISNPV6UU,179,179
55874581,1,0,late,99209e39bc554746ed31492b9cac3b0bb6fcf31361fc068a99623af0994a40f0,e7719d4efe1e08f4ef3b4adaf8d7b5ff9fda0825ddf0a5ffce9a96a93cb3e572,0,4EHCQSBDXQDSR4MFASDP2TGNKVDCJEKA5FUCHLAJ7FVTANR42JISNPV6UU,311,311
55874581,1,0,on_time,66fb601b2635428a8600918c4c5d7a880ffd8a3a9dd4875a91da80c6e0d338bf,9f243f8fb6e2d07f2c7c03f99ecf6bc001775d4d27a4bf8fd065a6673b8446ca,0,ALISHAN5VGS42YTKI5KRXHY6JNWPL2SGCDBVQJ74T5Q3NCXXXOR74OTPFU,314,314
55874581,2,0,on_time,66fb601b2635428a8600918c4c5d7a880ffd8a3a9dd4875a91da80c6e0d338bf,9f243f8fb6e2d07f2c7c03f99ecf6bc001775d4d27a4bf8fd065a6673b8446ca,0,ALISHAN5VGS42YTKI5KRXHY6JNWPL2SGCDBVQJ74T5Q3NCXXXOR74OTPFU,140,140
55874582,1,0,late,66fb601b2635428a8600918c4c5d7a880ffd8a3a9dd4875a91da80c6e0d338bf,9f243f8fb6e2d07f2c7c03f99ecf6bc001775d4d27a4bf8fd065a6673b8446ca,0,ALISHAN5VGS42YTKI5KRXHY6JNWPL2SGCDBVQJ74T5Q3NCXXXOR74OTPFU,325,325
55874582,2,0,late,66fb601b2635428a8600918c4c5d7a880ffd8a3a9dd4875a91da80c6e0d338bf,9f243f8fb6e2d07f2c7c03f99ecf6bc001775d4d27a4bf8fd065a6673b8446ca,0,ALISHAN5VGS42YTKI5KRXHY6JNWPL2SGCDBVQJ74T5Q3NCXXXOR74OTPFU,184,184
55874582,1,0,on_time,8b9d6a0f1f3a13a0404adeedcd27d15f96574f438eddaaee77ad904087177996,e5de482c2867f252ec323e68cb9d8a8c6af202f4688bf80044207279f9b3f2b0,0,NYMNQ7BFWNKTNJE6U6EGTNSBQIAAERDRHD3VIEINQYFHGSMJXE7CIP6GI4,319,319
55874582,2,0,on_time,8b9d6a0f1f3a13a0404adeedcd27d15f96574f438eddaaee77ad904087177996,e5de482c2867f252ec323e68cb9d8a8c6af202f4688bf80044207279f9b3f2b0,0,NYMNQ7BFWNKTNJE6U6EGTNSBQIAAERDRHD3VIEINQYFHGSMJXE7CIP6GI4,139,139
55874583,2,0,late,8b9d6a0f1f3a13a0404adeedcd27d15f96574f438eddaaee77ad904087177996,e5de482c2867f252ec323e68cb9d8a8c6af202f4688bf80044207279f9b3f2b0,0,NYMNQ7BFWNKTNJE6U6EGTNSBQIAAERDRHD3VIEINQYFHGSMJXE7CIP6GI4,177,177
55874583,1,0,on_time,333afc78993fbe890129ff3e00880832dc6910d96bfbef8d795200f4e4382f32,df9c683813720276a24679032f645da1fcf6f5ddc197f8d8becbeb5acffc362d,0,EYNLSXSZFXDQBBJ7AQX35SVU6YSMINGLFZTOUOK7EYZIWG7AICHFVW5QPI,321,321
55874583,2,0,on_time,333afc78993fbe890129ff3e00880832dc6910d96bfbef8d795200f4e4382f32,df9c683813720276a24679032f645da1fcf6f5ddc197f8d8becbeb5acffc362d,0,EYNLSXSZFXDQBBJ7AQX35SVU6YSMINGLFZTOUOK7EYZIWG7AICHFVW5QPI,152,152
55874583,1,0,late,8b9d6a0f1f3a13a0404adeedcd27d15f96574f438eddaaee77ad904087177996,e5de482c2867f252ec323e68cb9d8a8c6af202f4688bf80044207279f9b3f2b0,0,NYMNQ7BFWNKTNJE6U6EGTNSBQIAAERDRHD3VIEINQYFHGSMJXE7CIP6GI4,330,330
55874584,1,0,late,333afc78993fbe890129ff3e00880832dc6910d96bfbef8d795200f4e4382f32,df9c683813720276a24679032f645da1fcf6f5ddc197f8d8becbeb5acffc362d,0,EYNLSXSZFXDQBBJ7AQX35SVU6YSMINGLFZTOUOK7EYZIWG7AICHFVW5QPI,339,339
55874584,2,0,late,333afc78993fbe890129ff3e00880832dc6910d96bfbef8d795200f4e4382f32,df9c683813720276a24679032f645da1fcf6f5ddc197f8d8becbeb5acffc362d,0,EYNLSXSZFXDQBBJ7AQX35SVU6YSMINGLFZTOUOK7EYZIWG7AICHFVW5QPI,196,196
55874584,1,0,on_time,41393fa5a69f4d936d07941e011cb77488ab04862971211d71a1fa39917f6e6e,687b840a10afa7de9bf93830f6316fab040208823595951fbb9503fb34367285,0,4TPMQLUIBMQ6ILR4FSBEWJACEOYJVYZ7PWL333KL47DHVT6TJHH55E5WWE,303,303
55874584,2,0,on_time,41393fa5a69f4d936d07941e011cb77488ab04862971211d71a1fa39917f6e6e,687b840a10afa7de9bf93830f6316fab040208823595951fbb9503fb34367285,0,4TPMQLUIBMQ6ILR4FSBEWJACEOYJVYZ7PWL333KL47DHVT6TJHH55E5WWE,142,142
55874585,2,0,late,41393fa5a69f4d936d07941e011cb77488ab04862971211d71a1fa39917f6e6e,687b840a10afa7de9bf93830f6316fab040208823595951fbb9503fb34367285,0,4TPMQLUIBMQ6ILR4FSBEWJACEOYJVYZ7PWL333KL47DHVT6TJHH55E5WWE,196,196
55874585,1,0,late,41393fa5a69f4d936d07941e011cb77488ab04862971211d71a1fa39917f6e6e,687b840a10afa7de9bf93830f6316fab040208823595951fbb9503fb34367285,0,4TPMQLUIBMQ6ILR4FSBEWJACEOYJVYZ7PWL333KL47DHVT6TJHH55E5WWE,333,333
55874585,1,0,on_time,9da7d92982314bb803fb94504ba204db92b06aa758761ce838e0f0203025f76c,e4d079e65ce13f6c7937ad06aaeda06e5994bb92ea3122996f77e6fcaee5715c,0,RLQLT2SKHF24QUGUUMVZAM672FNWFNSM5I2XGZNCHJVHDVFU7GMCQAXVVE,330,330
55874585,2,0,on_time,9da7d92982314bb803fb94504ba204db92b06aa758761ce838e0f0203025f76c,e4d079e65ce13f6c7937ad06aaeda06e5994bb92ea3122996f77e6fcaee5715c,0,RLQLT2SKHF24QUGUUMVZAM672FNWFNSM5I2XGZNCHJVHDVFU7GMCQAXVVE,139,139
55874586,1,0,late,9da7d92982314bb803fb94504ba204db92b06aa758761ce838e0f0203025f76c,e4d079e65ce13f6c7937ad06aaeda06e5994bb92ea3122996f77e6fcaee5715c,0,RLQLT2SKHF24QUGUUMVZAM672FNWFNSM5I2XGZNCHJVHDVFU7GMCQAXVVE,347,347
55874586,2,0,late,9da7d92982314bb803fb94504ba204db92b06aa758761ce838e0f0203025f76c,e4d079e65ce13f6c7937ad06aaeda06e5994bb92ea3122996f77e6fcaee5715c,0,RLQLT2SKHF24QUGUUMVZAM672FNWFNSM5I2XGZNCHJVHDVFU7GMCQAXVVE,183,183
55874586,1,0,on_time,183e8edce168fcc879721b30c817c159d9ea2f2fc9da973a131254606512555e,b4772fe4e0135a464284a1c2c146f138a9cebee54e126ba632658da08b25221c,0,4V5SSKSAWZJYXFXKY42TWPLOJL5K553MY52FEBA2TGBXXOGD6Y5DWE6WSM,313,313
55874586,2,0,on_time,183e8edce168fcc879721b30c817c159d9ea2f2fc9da973a131254606512555e,b4772fe4e0135a464284a1c2c146f138a9cebee54e126ba632658da08b25221c,0,4V5SSKSAWZJYXFXKY42TWPLOJL5K553MY52FEBA2TGBXXOGD6Y5DWE6WSM,141,141
55874587,1,0,late,183e8edce168fcc879721b30c817c159d9ea2f2fc9da973a131254606512555e,b4772fe4e0135a464284a1c2c146f138a9cebee54e126ba632658da08b25221c,0,4V5SSKSAWZJYXFXKY42TWPLOJL5K553MY52FEBA2TGBXXOGD6Y5DWE6WSM,321,321
55874587,2,0,late,183e8edce168fcc879721b30c817c159d9ea2f2fc9da973a131254606512555e,b4772fe4e0135a464284a1c2c146f138a9cebee54e126ba632658da08b25221c,0,4V5SSKSAWZJYXFXKY42TWPLOJL5K553MY52FEBA2TGBXXOGD6Y5DWE6WSM,188,188
55874587,1,0,on_time,62f58c848ed379177208a20b5451b84abd950e7d6193ff3e1d58d68c7b75af0a,386e7bd307d0520bd8fae40601f8bb44da523b7d19107251d363af8788c4fd14,0,4V5SSKSAWZJYXFXKY42TWPLOJL5K553MY52FEBA2TGBXXOGD6Y5DWE6WSM,309,309
55874587,2,0,on_time,62f58c848ed379177208a20b5451b84abd950e7d6193ff3e1d58d68c7b75af0a,386e7bd307d0520bd8fae40601f8bb44da523b7d19107251d363af8788c4fd14,0,4V5SSKSAWZJYXFXKY42TWPLOJL5K553MY52FEBA2TGBXXOGD6Y5DWE6WSM,125,125
